NH Number,Section Code,Start Chainage(km),End Chainage(km),Direction,Lane Number,LwpIri,RwpIri,LaneIri,Speed(km/hr),Survey Date,Latitude,Longitude,Altitude,
NH_16,CHI_VIJ,356.4,356.5,Increasing,LHS_L1_355_000,12.22,1.55,6.88,39,14-7-2025,16.058031082,80.140922546,40.2
NH_16,CHI_VIJ,356.5,356.6,Increasing,LHS_L1_355_000,15.01,1.68,8.35,39,14-7-2025,16.058897018,80.140823364,40.6
NH_16,CHI_VIJ,355.1,355.2,Increasing,LHS_L1_355_000,17.18,2.01,9.59,34,14-7-2025,16.075323105,80.139572144,35.4
NH_16,CHI_VIJ,355.2,355.3,Increasing,LHS_L1_355_000,11.8,1.39,6.59,42,14-7-2025,16.076164246,80.139625549,34.7
NH_16,CHI_VIJ,355.3,355.4,Increasing,LHS_L1_355_000,14.91,1.38,8.15,37,14-7-2025,16.077064514,80.139755249,34.1
NH_16,CHI_VIJ,355.4,355.5,Increasing,LHS_L1_355_000,14.86,1.4,8.13,37,14-7-2025,16.078025818,80.139900208,33.4
NH_16,CHI_VIJ,355.5,355.6,Increasing,LHS_L1_355_000,14.4,1.38,7.89,37,14-7-2025,16.078886032,80.140083313,32.9
NH_16,CHI_VIJ,355.6,355.7,Increasing,LHS_L1_355_000,10.18,1.32,5.75,37,14-7-2025,16.079748154,80.140274048,32.9
NH_16,CHI_VIJ,355.7,355.8,Increasing,LHS_L1_355_000,8.45,1.29,4.87,38,14-7-2025,16.080686569,80.140533447,33.5
NH_16,CHI_VIJ,355.8,355.9,Increasing,LHS_L1_355_000,7.01,1.24,4.12,38,14-7-2025,16.081523895,80.140792847,34
NH_16,CHI_VIJ,355.9,356,Increasing,LHS_L1_355_000,7.14,1.25,4.2,39,14-7-2025,16.082355499,80.141082764,34
NH_16,CHI_VIJ,356,356.1,Increasing,LHS_L1_355_000,5.86,1.36,3.61,39,14-7-2025,16.083171844,80.14138031,34.3
NH_16,CHI_VIJ,356.1,356.2,Increasing,LHS_L1_355_000,6.25,1.52,3.89,40,14-7-2025,16.08407402,80.14175415,33.7
NH_16,CHI_VIJ,356.2,356.3,Increasing,LHS_L1_355_000,5.38,1.4,3.39,39,14-7-2025,16.084892273,80.142120361,33.5
NH_16,CHI_VIJ,356.3,356.4,Increasing,LHS_L1_355_000,4.99,1.51,3.25,39,14-7-2025,16.08568573,80.142448425,34.9
NH_16,CHI_VIJ,356.4,356.5,Increasing,LHS_L1_355_000,3.8,1.42,2.61,38,14-7-2025,16.086585999,80.142829895,36.5
NH_16,CHI_VIJ,356.5,356.6,Increasing,LHS_L1_355_000,4.11,1.56,2.83,39,14-7-2025,16.087400436,80.143180847,37.4
NH_16,CHI_VIJ,356.6,356.7,Increasing,LHS_L1_355_000,4.34,1.7,3.02,37,14-7-2025,16.088201523,80.143531799,37.1
NH_16,CHI_VIJ,356.7,356.8,Increasing,LHS_L1_355_000,3.94,1.39,2.67,37,14-7-2025,16.089021683,80.143875122,36.4
NH_16,CHI_VIJ,356.8,356.9,Increasing,LHS_L1_355_000,5.28,1.31,3.3,37,14-7-2025,16.089925766,80.144264221,35.1
NH_16,CHI_VIJ,356.9,357,Increasing,LHS_L1_355_000,3.8,1.27,2.53,37,14-7-2025,16.090742111,80.144615173,33.1
NH_16,CHI_VIJ,357,357.1,Increasing,LHS_L1_355_000,5.2,1.39,3.3,23,14-7-2025,16.091531754,80.144935608,32.3
NH_16,CHI_VIJ,355.1,355.2,Increasing,LHS_L1_355_000,5.05,1.55,3.3,31,14-7-2025,16.092617035,80.145401001,32.3
NH_16,CHI_VIJ,355.2,355.3,Increasing,LHS_L1_355_000,3.26,1.29,2.28,37,14-7-2025,16.093486786,80.145767212,33
NH_16,CHI_VIJ,355.3,355.4,Increasing,LHS_L1_355_000,3,1.34,2.17,38,14-7-2025,16.094278336,80.146118164,33.6
NH_16,CHI_VIJ,355.4,355.5,Increasing,LHS_L1_355_000,3.08,1.31,2.2,38,14-7-2025,16.095090866,80.146446228,34
NH_16,CHI_VIJ,355.5,355.6,Increasing,LHS_L1_355_000,4.12,1.4,2.76,37,14-7-2025,16.09598732,80.146827698,34.5
NH_16,CHI_VIJ,355.6,355.7,Increasing,LHS_L1_355_000,4.53,1.28,2.91,37,14-7-2025,16.096792221,80.14717865,35.3
NH_16,CHI_VIJ,355.7,355.8,Increasing,LHS_L1_355_000,4.7,1.37,3.04,39,14-7-2025,16.097614288,80.147514343,37.5
NH_16,CHI_VIJ,355.8,355.9,Increasing,LHS_L1_355_000,3.43,1.37,2.4,38,14-7-2025,16.098510742,80.147911072,40.1
NH_16,CHI_VIJ,355.9,356,Increasing,LHS_L1_355_000,3.13,1.38,2.25,40,14-7-2025,16.099334717,80.148269653,41.4
NH_16,CHI_VIJ,356,356.1,Increasing,LHS_L1_355_000,4.29,1.31,2.8,39,14-7-2025,16.100160599,80.148605347,42.1
NH_16,CHI_VIJ,356.1,356.2,Increasing,LHS_L1_355_000,4.47,1.38,2.93,41,14-7-2025,16.101007462,80.148956299,42.1
